OBJECTID,GEOID,Name,Population,AggregateIncome,PCIAdjusted,ACSVintage,Jurisdiction,CRA_ID,CRAGroup,CRAName,CRANeighborhoods,TractLabel
1816,53033009000,"Census Tract 90, King County, Washington",3800,201394500,52999,5Y21,Seattle,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90
1817,53033009100,"Census Tract 91, King County, Washington",2707,102590900,37898,5Y21,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91
1818,53033009200,"Census Tract 92, King County, Washington",2725,114318600,41952,5Y21,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92
1819,53033009300,"Census Tract 93, King County, Washington",2984,225401800,75537,5Y21,Seattle,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93
1820,53033009400,"Census Tract 94, King County, Washington",6618,375312400,56711,5Y21,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94
1821,53033009500,"Census Tract 95, King County, Washington",6938,519297900,74848,5Y21,Seattle,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95
1822,53033009600,"Census Tract 96, King County, Washington",5640,529837500,93943,5Y21,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",96
1823,53033009701,"Census Tract 97.01, King County, Washington",6154,480205300,78031,5Y21,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",97.01
1824,53033009702,"Census Tract 97.02, King County, Washington",5665,408834100,72168,5Y21,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
1825,53033009801,"Census Tract 98.01, King County, Washington",3305,249146900,75385,5Y21,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.01
1826,53033009802,"Census Tract 98.02, King County, Washington",4035,238780700,59177,5Y21,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.02
1827,53033009900,"Census Tract 99, King County, Washington",5642,357654200,63391,5Y21,Seattle,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99
1828,53033010001,"Census Tract 100.01, King County, Washington",4032,183608000,45538,5Y21,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
1829,53033010002,"Census Tract 100.02, King County, Washington",4928,238002900,48296,5Y21,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
1830,53033010101,"Census Tract 101.01, King County, Washington",4178,185011400,44282,5Y21,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.01
1831,53033010102,"Census Tract 101.02, King County, Washington",4539,299751200,66039,5Y21,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.02
1832,53033010200,"Census Tract 102, King County, Washington",5067,345137300,68115,5Y21,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",102
1833,53033010301,"Census Tract 103.01, King County, Washington",4344,217379900,50041,5Y21,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.01
1834,53033010302,"Census Tract 103.02, King County, Washington",3051,260090300,85248,5Y21,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.02
1835,53033010401,"Census Tract 104.01, King County, Washington",4504,181816600,40368,5Y21,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.01
1836,53033010402,"Census Tract 104.02, King County, Washington",4835,196284000,40596,5Y21,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.02
1837,53033010501,"Census Tract 105.01, King County, Washington",4158,282747800,68001,5Y21,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.01
1838,53033010502,"Census Tract 105.02, King County, Washington",5853,393181000,67176,5Y21,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.02
1839,53033010601,"Census Tract 106.01, King County, Washington",4498,315139800,70062,5Y21,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.01
1840,53033010602,"Census Tract 106.02, King County, Washington",3906,290711500,74427,5Y21,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.02
1841,53033010701,"Census Tract 107.01, King County, Washington",4154,193657700,46620,5Y21,Seattle,2.2,2,High Point,"High Point, Delridge",107.01
1842,53033010702,"Census Tract 107.02, King County, Washington",4839,196569700,40622,5Y21,Seattle,2.2,2,High Point,"High Point, Delridge",107.02
1843,53033010800,"Census Tract 108, King County, Washington",4874,256701400,52668,5Y21,Seattle,2.3,2,Riverview,"Riverview, Delridge",108
1844,53033010900,"Census Tract 109, King County, Washington",1206,70668800,58598,5Y21,Seattle,3.2,3,Georgetown,Georgetown,109
1845,53033011001,"Census Tract 110.01, King County, Washington",5155,158113300,30672,5Y21,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
1846,53033011002,"Census Tract 110.02, King County, Washington",4599,108759300,23648,5Y21,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
1847,53033011101,"Census Tract 111.01, King County, Washington",5300,222380500,41959,5Y21,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
1848,53033011102,"Census Tract 111.02, King County, Washington",5470,321954200,58858,5Y21,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",111.02
1849,53033011200,"Census Tract 112, King County, Washington",3812,160277600,42046,5Y21,Seattle,3.1,3,South Park,South Park,112
1850,53033011300,"Census Tract 113, King County, Washington",6324,320922500,50747,5Y21,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113
1851,53033011401,"Census Tract 114.01, King County, Washington",5019,215935500,43024,5Y21,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
1852,53033011402,"Census Tract 114.02, King County, Washington",4318,170297000,39439,5Y21,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
1853,53033011500,"Census Tract 115, King County, Washington",4334,248589100,57358,5Y21,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115
1854,53033011601,"Census Tract 116.01, King County, Washington",3247,265863400,81880,5Y21,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.01
1855,53033011602,"Census Tract 116.02, King County, Washington",3440,201409300,58549,5Y21,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.02
1856,53033011700,"Census Tract 117, King County, Washington",5557,175495400,31581,5Y21,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117
1857,53033011801,"Census Tract 118.01, King County, Washington",3400,151391500,44527,5Y21,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.01
1858,53033011802,"Census Tract 118.02, King County, Washington",4500,151256300,33613,5Y21,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.02
1859,53033011901,"Census Tract 119.01, King County, Washington",4401,261091100,59325,5Y21,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.01
1860,53033011902,"Census Tract 119.02, King County, Washington",3160,154115000,48771,5Y21,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.02
1861,53033012000,"Census Tract 120, King County, Washington",3317,201749200,60823,5Y21,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120
1862,53033012100,"Census Tract 121, King County, Washington",2777,233548200,84101,5Y21,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121
1863,53033020100,"Census Tract 201, King County, Washington",3295,206484800,62666,5Y21,King County Balance,,,,,201
1864,53033020200,"Census Tract 202, King County, Washington",5428,294362900,54230,5Y21,King County Balance,,,,,202
1865,53033020301,"Census Tract 203.01, King County, Washington",3494,176577000,50537,5Y21,King County Balance,,,,,203.01
1866,53033020302,"Census Tract 203.02, King County, Washington",3978,155252000,39028,5Y21,King County Balance,,,,,203.02
1867,53033020401,"Census Tract 204.01, King County, Washington",3937,152015000,38612,5Y21,King County Balance,,,,,204.01
1868,53033020402,"Census Tract 204.02, King County, Washington",5427,269768700,49709,5Y21,King County Balance,,,,,204.02
1869,53033020500,"Census Tract 205, King County, Washington",7699,386523100,50204,5Y21,King County Balance,,,,,205
1870,53033020600,"Census Tract 206, King County, Washington",3757,184698600,49161,5Y21,King County Balance,,,,,206
1871,53033020700,"Census Tract 207, King County, Washington",4140,191314700,46211,5Y21,King County Balance,,,,,207
1872,53033020800,"Census Tract 208, King County, Washington",4532,287460000,63429,5Y21,King County Balance,,,,,208
1873,53033020900,"Census Tract 209, King County, Washington",3497,196470100,56182,5Y21,King County Balance,,,,,209
1874,53033021000,"Census Tract 210, King County, Washington",5998,277233700,46221,5Y21,King County Balance,,,,,210
1875,53033021100,"Census Tract 211, King County, Washington",4356,212484600,48780,5Y21,King County Balance,,,,,211
1876,53033021300,"Census Tract 213, King County, Washington",4207,240854900,57251,5Y21,King County Balance,,,,,213
1877,53033021400,"Census Tract 214, King County, Washington",4097,274757800,67063,5Y21,King County Balance,,,,,214
1878,53033021500,"Census Tract 215, King County, Washington",5030,317714800,63164,5Y21,King County Balance,,,,,215
1879,53033021600,"Census Tract 216, King County, Washington",5042,297165200,58938,5Y21,King County Balance,,,,,216
1880,53033021701,"Census Tract 217.01, King County, Washington",4602,304236500,66110,5Y21,King County Balance,,,,,217.01
1881,53033021702,"Census Tract 217.02, King County, Washington",5018,280144800,55828,5Y21,King County Balance,,,,,217.02
1882,53033021802,"Census Tract 218.02, King County, Washington",6190,350807200,56673,5Y21,King County Balance,,,,,218.02
1883,53033021803,"Census Tract 218.03, King County, Washington",5742,313097300,54528,5Y21,King County Balance,,,,,218.03
1884,53033021804,"Census Tract 218.04, King County, Washington",5217,233009700,44664,5Y21,King County Balance,,,,,218.04
1885,53033021903,"Census Tract 219.03, King County, Washington",6431,291069400,45260,5Y21,King County Balance,,,,,219.03
1886,53033021904,"Census Tract 219.04, King County, Washington",5599,325666900,58165,5Y21,King County Balance,,,,,219.04
1887,53033021905,"Census Tract 219.05, King County, Washington",5792,271922100,46948,5Y21,King County Balance,,,,,219.05
1888,53033021906,"Census Tract 219.06, King County, Washington",5001,299087400,59806,5Y21,King County Balance,,,,,219.06
1889,53033022001,"Census Tract 220.01, King County, Washington",5410,327497100,60536,5Y21,King County Balance,,,,,220.01
1890,53033022003,"Census Tract 220.03, King County, Washington",5426,262068600,48299,5Y21,King County Balance,,,,,220.03
1891,53033022005,"Census Tract 220.05, King County, Washington",4842,256845200,53045,5Y21,King County Balance,,,,,220.05
1892,53033022006,"Census Tract 220.06, King County, Washington",4232,276332700,65296,5Y21,King County Balance,,,,,220.06
1893,53033022101,"Census Tract 221.01, King County, Washington",5131,357053400,69587,5Y21,King County Balance,,,,,221.01
1894,53033022102,"Census Tract 221.02, King County, Washington",6687,395474800,59141,5Y21,King County Balance,,,,,221.02
1895,53033022201,"Census Tract 222.01, King County, Washington",4781,248802500,52040,5Y21,King County Balance,,,,,222.01
1896,53033022203,"Census Tract 222.03, King County, Washington",5180,361924200,69870,5Y21,King County Balance,,,,,222.03
1897,53033022204,"Census Tract 222.04, King County, Washington",3426,202469000,59098,5Y21,King County Balance,,,,,222.04
1898,53033022205,"Census Tract 222.05, King County, Washington",4076,244695900,60033,5Y21,King County Balance,,,,,222.05
1899,53033022300,"Census Tract 223, King County, Washington",2593,245590100,94713,5Y21,King County Balance,,,,,223
1900,53033022401,"Census Tract 224.01, King County, Washington",3411,293379700,86010,5Y21,King County Balance,,,,,224.01
1901,53033022402,"Census Tract 224.02, King County, Washington",5532,534188900,96563,5Y21,King County Balance,,,,,224.02
1902,53033022501,"Census Tract 225.01, King County, Washington",4836,403426400,83422,5Y21,King County Balance,,,,,225.01
1903,53033022502,"Census Tract 225.02, King County, Washington",3645,435241400,119408,5Y21,King County Balance,,,,,225.02
1904,53033022603,"Census Tract 226.03, King County, Washington",6258,487634400,77922,5Y21,King County Balance,,,,,226.03
1905,53033022604,"Census Tract 226.04, King County, Washington",4745,357475100,75337,5Y21,King County Balance,,,,,226.04
1906,53033022605,"Census Tract 226.05, King County, Washington",7047,407324200,57801,5Y21,King County Balance,,,,,226.05
1907,53033022606,"Census Tract 226.06, King County, Washington",6443,451547600,70083,5Y21,King County Balance,,,,,226.06
1908,53033022701,"Census Tract 227.01, King County, Washington",3359,396063900,117911,5Y21,King County Balance,,,,,227.01
1909,53033022702,"Census Tract 227.02, King County, Washington",4124,380160700,92183,5Y21,King County Balance,,,,,227.02
1910,53033022703,"Census Tract 227.03, King County, Washington",2874,269741500,93856,5Y21,King County Balance,,,,,227.03
1911,53033022802,"Census Tract 228.02, King County, Washington",6120,457167900,74701,5Y21,King County Balance,,,,,228.02
1912,53033022803,"Census Tract 228.03, King County, Washington",7169,527806100,73623,5Y21,King County Balance,,,,,228.03
1913,53033022804,"Census Tract 228.04, King County, Washington",5243,341411300,65118,5Y21,King County Balance,,,,,228.04
1914,53033022805,"Census Tract 228.05, King County, Washington",3776,338933700,89760,5Y21,King County Balance,,,,,228.05
1915,53033022901,"Census Tract 229.01, King County, Washington",3131,221677000,70801,5Y21,King County Balance,,,,,229.01
1916,53033022902,"Census Tract 229.02, King County, Washington",6746,572473700,84861,5Y21,King County Balance,,,,,229.02
1917,53033023000,"Census Tract 230, King County, Washington",7056,591456600,83823,5Y21,King County Balance,,,,,230
1918,53033023100,"Census Tract 231, King County, Washington",4394,317004400,72145,5Y21,King County Balance,,,,,231
1919,53033023201,"Census Tract 232.01, King County, Washington",5785,363173300,62778,5Y21,King County Balance,,,,,232.01
1920,53033023202,"Census Tract 232.02, King County, Washington",4783,245062100,51236,5Y21,King County Balance,,,,,232.02
1921,53033023300,"Census Tract 233, King County, Washington",7885,392952400,49835,5Y21,King County Balance,,,,,233
1922,53033023401,"Census Tract 234.01, King County, Washington",4215,239461700,56812,5Y21,King County Balance,,,,,234.01
1923,53033023403,"Census Tract 234.03, King County, Washington",4094,308316600,75309,5Y21,King County Balance,,,,,234.03
1924,53033023404,"Census Tract 234.04, King County, Washington",3702,239224400,64620,5Y21,King County Balance,,,,,234.04
1925,53033023500,"Census Tract 235, King County, Washington",4118,284314100,69042,5Y21,King County Balance,,,,,235
1926,53033023601,"Census Tract 236.01, King County, Washington",4611,372394600,80762,5Y21,King County Balance,,,,,236.01
1927,53033023603,"Census Tract 236.03, King County, Washington",6703,434826300,64870,5Y21,King County Balance,,,,,236.03
1928,53033023604,"Census Tract 236.04, King County, Washington",6126,404517200,66033,5Y21,King County Balance,,,,,236.04
1929,53033023701,"Census Tract 237.01, King County, Washington",4439,425550700,95866,5Y21,King County Balance,,,,,237.01
1930,53033023702,"Census Tract 237.02, King County, Washington",831,73907800,88938,5Y21,King County Balance,,,,,237.02
1931,53033023801,"Census Tract 238.01, King County, Washington",3349,222616200,66472,5Y21,King County Balance,,,,,238.01
1932,53033023805,"Census Tract 238.05, King County, Washington",3274,328625200,100374,5Y21,King County Balance,,,,,238.05
1933,53033023806,"Census Tract 238.06, King County, Washington",3447,331893700,96285,5Y21,King County Balance,,,,,238.06
1934,53033023807,"Census Tract 238.07, King County, Washington",5647,728578900,129021,5Y21,King County Balance,,,,,238.07
1935,53033023808,"Census Tract 238.08, King County, Washington",2577,314109600,121890,5Y21,King County Balance,,,,,238.08
1936,53033023901,"Census Tract 239.01, King County, Washington",4582,433325700,94571,5Y21,King County Balance,,,,,239.01
1937,53033023902,"Census Tract 239.02, King County, Washington",2896,404122100,139545,5Y21,King County Balance,,,,,239.02
1938,53033024001,"Census Tract 240.01, King County, Washington",4271,410414300,96093,5Y21,King County Balance,,,,,240.01
1939,53033024002,"Census Tract 240.02, King County, Washington",4104,410471900,100018,5Y21,King County Balance,,,,,240.02
1940,53033024100,"Census Tract 241, King County, Washington",4807,736465700,153207,5Y21,King County Balance,,,,,241
1941,53033024200,"Census Tract 242, King County, Washington",2928,400534800,136795,5Y21,King County Balance,,,,,242
1942,53033024301,"Census Tract 243.01, King County, Washington",4608,331771100,71999,5Y21,King County Balance,,,,,243.01
1943,53033024302,"Census Tract 243.02, King County, Washington",4315,419239300,97159,5Y21,King County Balance,,,,,243.02
1944,53033024400,"Census Tract 244, King County, Washington",3110,214595100,69002,5Y21,King County Balance,,,,,244
1945,53033024500,"Census Tract 245, King County, Washington",4946,526429000,106435,5Y21,King County Balance,,,,,245
1946,53033024601,"Census Tract 246.01, King County, Washington",4849,658034600,135705,5Y21,King County Balance,,,,,246.01
1947,53033024602,"Census Tract 246.02, King County, Washington",3678,447248200,121601,5Y21,King County Balance,,,,,246.02
1948,53033024701,"Census Tract 247.01, King County, Washington",3546,201159800,56729,5Y21,King County Balance,,,,,247.01
1949,53033024703,"Census Tract 247.03, King County, Washington",3932,284758800,72421,5Y21,King County Balance,,,,,247.03
1950,53033024704,"Census Tract 247.04, King County, Washington",4504,287914100,63924,5Y21,King County Balance,,,,,247.04
1951,53033024800,"Census Tract 248, King County, Washington",5799,308268800,53159,5Y21,King County Balance,,,,,248
1952,53033024901,"Census Tract 249.01, King County, Washington",4790,389456500,81306,5Y21,King County Balance,,,,,249.01
1953,53033024902,"Census Tract 249.02, King County, Washington",4441,323104400,72755,5Y21,King County Balance,,,,,249.02
1954,53033024904,"Census Tract 249.04, King County, Washington",2910,242696300,83401,5Y21,King County Balance,,,,,249.04
1955,53033024905,"Census Tract 249.05, King County, Washington",3528,347119400,98390,5Y21,King County Balance,,,,,249.05
1956,53033025001,"Census Tract 250.01, King County, Washington",5919,366983800,62001,5Y21,King County Balance,,,,,250.01
1957,53033025005,"Census Tract 250.05, King County, Washington",6060,550848900,90899,5Y21,King County Balance,,,,,250.05
1958,53033025006,"Census Tract 250.06, King County, Washington",6336,613968100,96902,5Y21,King County Balance,,,,,250.06
1959,53033025007,"Census Tract 250.07, King County, Washington",4411,374439700,84888,5Y21,King County Balance,,,,,250.07
1960,53033025008,"Census Tract 250.08, King County, Washington",2489,182742300,73420,5Y21,King County Balance,,,,,250.08
1961,53033025101,"Census Tract 251.01, King County, Washington",6629,339602800,51230,5Y21,King County Balance,,,,,251.01
1962,53033025103,"Census Tract 251.03, King County, Washington",4306,214687200,49858,5Y21,King County Balance,,,,,251.03
1963,53033025104,"Census Tract 251.04, King County, Washington",4377,189122500,43208,5Y21,King County Balance,,,,,251.04
1964,53033025201,"Census Tract 252.01, King County, Washington",4112,181057700,44032,5Y21,King County Balance,,,,,252.01
1965,53033025202,"Census Tract 252.02, King County, Washington",5135,259971300,50627,5Y21,King County Balance,,,,,252.02
1966,53033025302,"Census Tract 253.02, King County, Washington",4997,219677500,43962,5Y21,King County Balance,,,,,253.02
1967,53033025303,"Census Tract 253.03, King County, Washington",2588,134918900,52132,5Y21,King County Balance,,,,,253.03
1968,53033025304,"Census Tract 253.04, King County, Washington",4449,247656700,55666,5Y21,King County Balance,,,,,253.04
1969,53033025401,"Census Tract 254.01, King County, Washington",3623,145875900,40264,5Y21,King County Balance,,,,,254.01
1970,53033025402,"Census Tract 254.02, King County, Washington",3647,133621100,36639,5Y21,King County Balance,,,,,254.02
1971,53033025500,"Census Tract 255, King County, Washington",5359,170754900,31863,5Y21,King County Balance,,,,,255
1972,53033025601,"Census Tract 256.01, King County, Washington",5317,191737500,36061,5Y21,King County Balance,,,,,256.01
1973,53033025602,"Census Tract 256.02, King County, Washington",6829,358639500,52517,5Y21,King County Balance,,,,,256.02
1974,53033025702,"Census Tract 257.02, King County, Washington",3585,150507400,41983,5Y21,King County Balance,,,,,257.02
1975,53033025703,"Census Tract 257.03, King County, Washington",3464,131328700,37912,5Y21,King County Balance,,,,,257.03
1976,53033025704,"Census Tract 257.04, King County, Washington",3785,175495900,46366,5Y21,King County Balance,,,,,257.04
1977,53033025803,"Census Tract 258.03, King County, Washington",4427,163057300,36832,5Y21,King County Balance,,,,,258.03
1978,53033025804,"Census Tract 258.04, King County, Washington",3577,136002000,38021,5Y21,King County Balance,,,,,258.04
1979,53033025805,"Census Tract 258.05, King County, Washington",5402,206192500,38170,5Y21,King County Balance,,,,,258.05
1980,53033025806,"Census Tract 258.06, King County, Washington",5093,215731800,42358,5Y21,King County Balance,,,,,258.06
1981,53033026001,"Census Tract 260.01, King County, Washington",5403,280442100,51905,5Y21,King County Balance,,,,,260.01
1982,53033026003,"Census Tract 260.03, King County, Washington",3330,92777600,27861,5Y21,King County Balance,,,,,260.03
1983,53033026004,"Census Tract 260.04, King County, Washington",4204,187066700,44497,5Y21,King County Balance,,,,,260.04
1984,53033026101,"Census Tract 261.01, King County, Washington",4364,155963600,35739,5Y21,King County Balance,,,,,261.01
1985,53033026102,"Census Tract 261.02, King County, Washington",4282,97394600,22745,5Y21,King County Balance,,,,,261.02
1986,53033026200,"Census Tract 262, King County, Washington",6394,331135000,51788,5Y21,King County Balance,,,,,262
1987,53033026300,"Census Tract 263, King County, Washington",1610,52582900,32660,5Y21,King County Balance,,,,,263
1988,53033026400,"Census Tract 264, King County, Washington",5723,202349300,35357,5Y21,King County Balance,,,,,264
1989,53033026500,"Census Tract 265, King County, Washington",4535,128626200,28363,5Y21,King County Balance,,,,,265
1990,53033026600,"Census Tract 266, King County, Washington",2280,111130000,48741,5Y21,King County Balance,,,,,266
1991,53033026700,"Census Tract 267, King County, Washington",5608,253486000,45201,5Y21,King County Balance,,,,,267
1992,53033026801,"Census Tract 268.01, King County, Washington",6035,215135600,35648,5Y21,King County Balance,,,,,268.01
1993,53033026802,"Census Tract 268.02, King County, Washington",6137,191756700,31246,5Y21,King County Balance,,,,,268.02
1994,53033027000,"Census Tract 270, King County, Washington",3421,162997600,47646,5Y21,King County Balance,,,,,270
1995,53033027100,"Census Tract 271, King County, Washington",4092,111280500,27195,5Y21,King County Balance,,,,,271
1996,53033027200,"Census Tract 272, King County, Washington",2753,75366400,27376,5Y21,King County Balance,,,,,272
1997,53033027300,"Census Tract 273, King County, Washington",6344,178065000,28068,5Y21,King County Balance,,,,,273
1998,53033027400,"Census Tract 274, King County, Washington",5272,184695700,35033,5Y21,King County Balance,,,,,274
1999,53033027500,"Census Tract 275, King County, Washington",4713,184711600,39192,5Y21,King County Balance,,,,,275
2000,53033027600,"Census Tract 276, King County, Washington",4534,200122700,44138,5Y21,King County Balance,,,,,276
2001,53033027701,"Census Tract 277.01, King County, Washington",5591,285565500,51076,5Y21,King County Balance,,,,,277.01
2002,53033027702,"Census Tract 277.02, King County, Washington",5295,327489200,61849,5Y21,King County Balance,,,,,277.02
2003,53033027800,"Census Tract 278, King County, Washington",3379,239237600,70801,5Y21,King County Balance,,,,,278
2004,53033027901,"Census Tract 279.01, King County, Washington",4798,258328500,53841,5Y21,King County Balance,,,,,279.01
2005,53033027902,"Census Tract 279.02, King County, Washington",3750,175716800,46858,5Y21,King County Balance,,,,,279.02
2006,53033028000,"Census Tract 280, King County, Washington",4372,150100700,34332,5Y21,King County Balance,,,,,280
2007,53033028100,"Census Tract 281, King County, Washington",2940,75305300,25614,5Y21,King County Balance,,,,,281
2008,53033028200,"Census Tract 282, King County, Washington",5149,173799200,33754,5Y21,King County Balance,,,,,282
2009,53033028300,"Census Tract 283, King County, Washington",5638,277635500,49244,5Y21,King County Balance,,,,,283
2010,53033028402,"Census Tract 284.02, King County, Washington",5698,174842400,30685,5Y21,King County Balance,,,,,284.02
2011,53033028403,"Census Tract 284.03, King County, Washington",5202,183556900,35286,5Y21,King County Balance,,,,,284.03
2012,53033028500,"Census Tract 285, King County, Washington",4500,195493500,43443,5Y21,King County Balance,,,,,285
2013,53033028600,"Census Tract 286, King County, Washington",6472,364027500,56247,5Y21,King County Balance,,,,,286
2014,53033028700,"Census Tract 287, King County, Washington",5475,227859900,41618,5Y21,King County Balance,,,,,287
2015,53033028801,"Census Tract 288.01, King County, Washington",3469,109834100,31662,5Y21,King County Balance,,,,,288.01
2016,53033028802,"Census Tract 288.02, King County, Washington",7502,210722000,28089,5Y21,King County Balance,,,,,288.02
2017,53033028901,"Census Tract 289.01, King County, Washington",3592,168741300,46977,5Y21,King County Balance,,,,,289.01
2018,53033028902,"Census Tract 289.02, King County, Washington",7138,201121500,28176,5Y21,King County Balance,,,,,289.02
2019,53033029001,"Census Tract 290.01, King County, Washington",4214,190395700,45182,5Y21,King County Balance,,,,,290.01
2020,53033029003,"Census Tract 290.03, King County, Washington",5850,218820500,37405,5Y21,King County Balance,,,,,290.03
2021,53033029004,"Census Tract 290.04, King County, Washington",4860,96431800,19842,5Y21,King County Balance,,,,,290.04
2022,53033029101,"Census Tract 291.01, King County, Washington",3609,140415600,38907,5Y21,King County Balance,,,,,291.01
2023,53033029102,"Census Tract 291.02, King County, Washington",4972,149596800,30088,5Y21,King County Balance,,,,,291.02
2024,53033029203,"Census Tract 292.03, King County, Washington",4312,130119300,30176,5Y21,King County Balance,,,,,292.03
2025,53033029205,"Census Tract 292.05, King County, Washington",5231,199606300,38158,5Y21,King County Balance,,,,,292.05
2026,53033029206,"Census Tract 292.06, King County, Washington",4759,147868300,31071,5Y21,King County Balance,,,,,292.06
2027,53033029207,"Census Tract 292.07, King County, Washington",2447,105320500,43041,5Y21,King County Balance,,,,,292.07
2028,53033029208,"Census Tract 292.08, King County, Washington",4529,134093400,29608,5Y21,King County Balance,,,,,292.08
2029,53033029304,"Census Tract 293.04, King County, Washington",5143,230930700,44902,5Y21,King County Balance,,,,,293.04
2030,53033029305,"Census Tract 293.05, King County, Washington",4694,205173300,43710,5Y21,King County Balance,,,,,293.05
2031,53033029306,"Census Tract 293.06, King County, Washington",3652,156079700,42738,5Y21,King County Balance,,,,,293.06
2032,53033029307,"Census Tract 293.07, King County, Washington",4167,180300100,43269,5Y21,King County Balance,,,,,293.07
2033,53033029308,"Census Tract 293.08, King County, Washington",3617,143889600,39781,5Y21,King County Balance,,,,,293.08
2034,53033029309,"Census Tract 293.09, King County, Washington",5132,173062500,33722,5Y21,King County Balance,,,,,293.09
2035,53033029403,"Census Tract 294.03, King County, Washington",6700,309756000,46232,5Y21,King County Balance,,,,,294.03
2036,53033029405,"Census Tract 294.05, King County, Washington",5915,240187100,40606,5Y21,King County Balance,,,,,294.05
2037,53033029406,"Census Tract 294.06, King County, Washington",4866,203764500,41875,5Y21,King County Balance,,,,,294.06
2038,53033029407,"Census Tract 294.07, King County, Washington",5043,125645100,24915,5Y21,King County Balance,,,,,294.07
2039,53033029408,"Census Tract 294.08, King County, Washington",4572,136714200,29902,5Y21,King County Balance,,,,,294.08
